ID,Period,Type,qID,IsDecisionMade,Decision,R.La1,R.Lp1,R.La2,R.Lp2,R.La3,R.Lp3,R.La4,R.Lp4,R.Ra1,R.Rp1,R.Ra2,R.Rp2,R.Ra3,R.Rp3,R.Ra4,R.Rp4,R.NumEvents,R.RollPrefix,R.isReverseOrder,D.Lamount,D.Ldays,D.Ramount,D.Rdays,B.Bin,B.Question,MPL.LeftText,MPL.RightText,MPL.NumberOfDraws
LAPTOP-P7NPVGM1_2016-03-22 151621,1,3,b1,True,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Dice ,False,-1,-1,-1,-1,1,"TEST Which action will my opponent play?","","",0
LAPTOP-P7NPVGM1_2016-03-22 151621,1,3,b1,True,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Dice ,False,-1,-1,-1,-1,2,"TEST Which action will my opponent play?","","",0
