ID,Period,Type,qID,IsDecisionMade,Decision,R.La1,R.Lp1,R.La2,R.Lp2,R.La3,R.Lp3,R.La4,R.Lp4,R.Ra1,R.Rp1,R.Ra2,R.Rp2,R.Ra3,R.Rp3,R.Ra4,R.Rp4,R.NumEvents,R.RollPrefix,R.isReverseOrder,D.Lamount,D.Ldays,D.Ramount,D.Rdays,B.Bin,B.Question,MPL.LeftText,MPL.RightText,MPL.NumberOfDraws
Todd-PC_2015-03-05 183416,1,1,bbw26,True,0,0,0.7,35,0,70,0.3,0,0,0,0.5,35,0.5,70,0,0,0,100,Dice ,False,-1,-1,-1,-1,1,"","","",0
